1	REL$/people/person/nationality	Kurt Browning	Canada
1	REL$/people/person/nationality	Stephen Tataw	Cameroon
0	REL$/people/person/nationality	Isiah Thomas	Detroit Pistons
1	REL$/people/person/nationality	Will Carling	England
0	REL$/people/person/nationality	Mike Utley	Lions
1	REL$/people/person/nationality	Neale Fraser	Australia
0	REL$/people/person/nationality	Mark Messier	Edmonton
1	REL$/people/person/nationality	Saku Koivu	Finland
0	REL$/people/person/nationality	Rob Blake	Kings
1	REL$/people/person/nationality	Hernandez	Cuba
0	REL$/people/person/nationality	Croats	Sarajevo
0	REL$/people/person/nationality	Kwan	Lake Arrowhead
0	REL$/people/person/nationality	Michelle Kwan	Torrance
0	REL$/people/person/nationality	Eldredge	Chatham
0	REL$/people/person/nationality	Solti	Hungary
0	REL$/people/person/nationality	Nationalist Party	China
0	REL$/people/person/nationality	Republican	Cuba
0	REL$/people/person/nationality	Rams	Anaheim
0	REL$/people/person/nationality	Sihanouk	Phnom Penh
1	REL$/people/person/nationality	Sergei Bubka	Soviet Union
0	REL$/people/person/nationality	Kim Zmeskal	Houston
1	REL$/people/person/nationality	Khalid Skah	Morocco
1	REL$/people/person/nationality	Maksim Tarasov	Russia
0	REL$/people/person/nationality	Leroy Burrell	Houston
1	REL$/people/person/nationality	Martinez	Spain
0	REL$/people/person/nationality	Leonard	Texas
1	REL$/people/person/nationality	Maya Usova	Russia
0	REL$/people/person/nationality	Breland	Brooklyn
1	REL$/people/person/nationality	Gentlemen	Argentina
0	REL$/people/person/nationality	Les Gutches	Corvallis
0	REL$/people/person/nationality	Mark Breland	Brooklyn
1	REL$/people/person/nationality	Mikhail Botvinnik	Soviet Union
1	REL$/people/person/nationality	Mark McKoy	Canada
0	REL$/people/person/nationality	Davis	Bronx
0	REL$/people/person/nationality	Dwight D. Eisenhower	Columbia
0	REL$/people/person/nationality	Vietnamese	Hong Kong
0	REL$/people/person/nationality	Olympic	Lillehammer
0	REL$/people/person/nationality	Albanians	Montenegro
0	REL$/people/person/nationality	Saddam Hussein	Jordan
0	REL$/people/person/nationality	Albanians	Greece
0	REL$/people/person/nationality	World Cup	Karuizawa
0	REL$/people/person/nationality	Tribune Tower	Chicago
0	REL$/people/person/nationality	America	Dallas
0	REL$/people/person/nationality	Olympic	Hamar
0	REL$/people/person/nationality	Volvo	San Francisco
0	REL$/people/person/nationality	Van Cliburn	Fort Worth
0	REL$/people/person/nationality	Amy	Rice
0	REL$/people/person/nationality	Tampa Bay	National Hockey League
0	REL$/people/person/nationality	Wise River	Big Hole
0	REL$/people/person/nationality	C. Virginia Fields	Council
0	REL$/people/person/nationality	Tony Amonte	Rangers
0	REL$/people/person/nationality	Benoit Hogue	Islanders
0	REL$/people/person/nationality	Tom Gorman	Davis Cup
0	REL$/people/person/nationality	Donald Audette	Buffalo
0	REL$/people/person/nationality	Marty McInnis	Islanders
0	REL$/people/person/nationality	Steve Heinze	Boston
0	REL$/people/person/nationality	Lord Owen	United Nations
0	REL$/people/person/nationality	Antonio Pagan	Lower East Side
1	REL$/people/person/nationality	Vladimir Lukin	Russia
0	REL$/people/person/nationality	Michael Mandelbaum	Clinton
1	REL$/people/person/nationality	Valentina Matviyenko	Russia
1	REL$/people/person/nationality	Munir Akram	Pakistan
1	REL$/people/person/nationality	Daniel	Mexico
0	REL$/people/person/nationality	Franz Fischler	European Commission
0	REL$/people/person/nationality	James Mitchell	St. Vincent
0	REL$/people/person/nationality	Robin Cook	Labor Party
1	REL$/people/person/nationality	David Curry	Britain
1	REL$/people/person/nationality	Manfred Kanther	Germany
0	REL$/people/person/nationality	Ryutaro Hashimoto	Finance
0	REL$/people/person/nationality	Ulrich Roloff-Momin	Berlin
1	REL$/people/person/nationality	Livia Turco	Italy
0	REL$/people/person/nationality	John Redwood	Corporate Affairs
0	REL$/people/person/nationality	Dudley Thompson	National Security
1	REL$/people/person/nationality	Morarji Desai	India
1	REL$/people/person/nationality	Zdravko Tomac	Croatia
0	REL$/people/person/nationality	Werner von Blomberg	Hitler
1	REL$/people/person/nationality	Ray Burke	Ireland
1	REL$/people/person/nationality	Gerard Collins	Ireland
1	REL$/people/person/nationality	Albert Reynolds	Ireland
1	REL$/people/person/nationality	Roni Milo	Israel
0	REL$/people/person/nationality	Blair House	Israel
0	REL$/people/person/nationality	Buell	Presbyterian Church
0	REL$/people/person/nationality	Charles Hernu	Defense
0	REL$/people/person/nationality	Karel Dyba	Economics
0	REL$/people/person/nationality	Adriaan Vlok	Law
0	REL$/people/person/nationality	Margaret Catley-Carlson	Health and Welfare
0	REL$/people/person/nationality	Elie Hobeika	Hydroelectric Power
0	REL$/people/person/nationality	Cuba	Vatican
0	REL$/people/person/nationality	Organization of Petroleum Exporting Countries	Algeria
0	REL$/people/person/nationality	Pamela Harriman	America
0	REL$/people/person/nationality	Catherine Trautmann	Culture
1	REL$/people/person/nationality	Patrice Lumumba	Zaire
0	REL$/people/person/nationality	World Health Organization	Health
0	REL$/people/person/nationality	Bill Richardson	Russia
1	REL$/people/person/nationality	Noemi Sanin	Colombia
0	REL$/people/person/nationality	Yegor Yakovlev	Information
0	REL$/people/person/nationality	Bosnia	Portugal
0	REL$/people/person/nationality	Werner Muller	Economics
0	REL$/people/person/nationality	Jin Renqing	Finance
0	REL$/people/person/nationality	Gamal Abdel Nasser	France
1	REL$/people/person/nationality	William Ewart Gladstone	Britain
1	REL$/people/person/nationality	Avraham Shochat	Israel
0	REL$/people/person/nationality	Bosnia	Sweden
0	REL$/people/person/nationality	Jeff Malone	Utah
0	REL$/people/person/nationality	Jo Ritzen	Education
1	REL$/people/person/nationality	Petre Roman	Romania
1	REL$/people/person/nationality	Kurt Bauer	Austria
1	REL$/people/person/nationality	Rainer Eppelmann	East Germany
0	REL$/people/person/nationality	Claudette Werleigh	Aristide
0	REL$/people/person/nationality	Bertie Ahern	Northern Ireland Assembly
1	REL$/people/person/nationality	Hamed Karoui	Tunisia
1	REL$/people/person/nationality	Yvonne van Rooy	Netherlands
0	REL$/people/person/nationality	Ernesto Zedillo	Canada
0	REL$/people/person/nationality	Mehdi Bazargan	Khomeini
0	REL$/people/person/nationality	Joseph Goebbels	Propaganda
0	REL$/people/person/nationality	Bill Richardson	Atomic Energy
0	REL$/people/person/nationality	Valentin Pavlov	Finance
0	REL$/people/person/nationality	Raoul Peck	Culture
0	REL$/people/person/nationality	Joe Clark	External Affairs
1	REL$/people/person/nationality	Zevulun Hammer	Israel
0	REL$/people/person/nationality	Mickey Kantor	European Community
0	REL$/people/person/nationality	Bernard Coard	Grenada
0	REL$/people/person/nationality	Sushma Swaraj	New Delhi
1	REL$/people/person/nationality	Sergei Kiriyenko	Russia
0	REL$/people/person/nationality	Jaime Serra Puche	Trade and Industry
0	REL$/people/person/nationality	Kukrit Pramoj	John A. Scali
0	REL$/people/person/nationality	Russia	Science and Technology
1	REL$/people/person/nationality	Peter Lilley	Britain
0	REL$/people/person/nationality	Foreign Policy Association	South Africa
1	REL$/people/person/nationality	Otto Grotewohl	German Democratic Republic
0	REL$/people/person/nationality	Tamara	Trade
0	REL$/people/person/nationality	BBC	Iran
1	REL$/people/person/nationality	Juan Manuel Santos	Colombia
0	REL$/people/person/nationality	Ken Lawson	California
0	REL$/people/person/nationality	Shahbaz Sharif	Punjab
0	REL$/people/person/nationality	Dominique Strauss-Kahn	Finance
1	REL$/people/person/nationality	Son Sann	Cambodia
0	REL$/people/person/nationality	NATO	Sweden
1	REL$/people/person/nationality	John A. MacDonald	Canada
0	REL$/people/person/nationality	Doug Young	National Defense
1	REL$/people/person/nationality	Amara Essy	Ivory Coast
0	REL$/people/person/nationality	Perrin Beatty	External Affairs
1	REL$/people/person/nationality	Marc Bazin	Haiti
1	REL$/people/person/nationality	Chandra Shekhar	India
0	REL$/people/person/nationality	Reuben Meade	Montserrat
1	REL$/people/person/nationality	Javier Valle Riestra	Peru
0	REL$/people/person/nationality	Erwin Huber	Bavaria
0	REL$/people/person/nationality	Christa Luft	Economics
0	REL$/people/person/nationality	Jean-Pascal Delamuraz	Economics
0	REL$/people/person/nationality	Greg	United Church of Christ
0	REL$/people/person/nationality	Victor Rabinovitch	Fisheries
0	REL$/people/person/nationality	Masami Tanabu	Agriculture
0	REL$/people/person/nationality	Ali al-Naimi	Mineral Resources
1	REL$/people/person/nationality	Antonio Paolucci	Italy
0	REL$/people/person/nationality	Thomas Jefferson	Tourism
1	REL$/people/person/nationality	Franco Carraro	Italy
0	REL$/people/person/nationality	Jan Vrba	Industry
0	REL$/people/person/nationality	Jane	Midlands
1	REL$/people/person/nationality	Ray Burke	Irish Republic
0	REL$/people/person/nationality	Nancy Wood	Miami
0	REL$/people/person/nationality	MacDonald	External Affairs
0	REL$/people/person/nationality	Geneva	New Zealand
1	REL$/people/person/nationality	Tedo Japaridze	Georgia
0	REL$/people/person/nationality	Sports People	Iran
1	REL$/people/person/nationality	Stasys Lozoraitis	Lithuania
0	REL$/people/person/nationality	Michael Decter	Ontario
0	REL$/people/person/nationality	Virginia Bottomley	Health
1	REL$/people/person/nationality	Filip Dimitrov	Bulgaria
0	REL$/people/person/nationality	Antonis Tritsis	Environment
0	REL$/people/person/nationality	David Magen	Economic Planning
1	REL$/people/person/nationality	John Major	England
0	REL$/people/person/nationality	Erhard Busek	Science
0	REL$/people/person/nationality	Arjun Singh	Human Resource Development
0	REL$/people/person/nationality	HBO Sports	Spain
0	REL$/people/person/nationality	N. Chandrababu Naidu	Andhra Pradesh
0	REL$/people/person/nationality	Carson Charles	Public Works
0	REL$/people/person/nationality	Charlie Appleby	Florence
0	REL$/people/person/nationality	Ozires Silva	Infrastructure
0	REL$/people/person/nationality	Pamela Harriman	Clinton
0	REL$/people/person/nationality	Kobie Coetsee	Defense
0	REL$/people/person/nationality	Tadeusz Mazowiecki	Finance
1	REL$/people/person/nationality	Asher Naim	Israel
0	REL$/people/person/nationality	Kevin Boyle	Connecticut
1	REL$/people/person/nationality	Gustavo Petricioli	Mexico
0	REL$/people/person/nationality	Kate Carnell	Australian Capital Territory
1	REL$/people/person/nationality	Plinio Apuleyo Mendoza	Colombia
0	REL$/people/person/nationality	Bernard Richard	Shediac
0	REL$/people/person/nationality	Carolyn White	Idabel
1	REL$/people/person/nationality	Toler	Belize
1	REL$/people/person/nationality	John Leigh	Sierra Leone
0	REL$/people/person/nationality	Angel	Guangdong
0	REL$/people/person/nationality	Shirley Blumberg	Mammoth
1	REL$/people/person/nationality	Jayantha Dhanapala	Sri Lanka
1	REL$/people/person/nationality	Dore Gold	Israel
0	REL$/people/person/nationality	Sheepshead Bay	Russia
1	REL$/people/person/nationality	Jose Garcia	Dominican Republic
0	REL$/people/person/nationality	Thabo Mbeki	Congress
0	REL$/people/person/nationality	Kiichi Miyazawa	South Korea
1	REL$/people/person/nationality	Horace Walpole	England
1	REL$/people/person/nationality	Daniel	Ecuador
1	REL$/people/person/nationality	Vancouver	Hong Kong
0	REL$/people/person/nationality	Bel Air	Bronx
0	REL$/people/person/nationality	Jordan	Atlantic City
0	REL$/people/person/nationality	Walter Sisulu	African National Congress
0	REL$/people/person/nationality	George Bush	Yale
1	REL$/people/person/nationality	John Thompson	Britain
0	REL$/people/person/nationality	Laszlo Moholy-Nagy	Bauhaus
0	REL$/people/person/nationality	Bernie Nicholls	Los Angeles Kings
0	REL$/people/person/nationality	Pope	Jews
0	REL$/people/person/nationality	Reuven Kahane	New York
0	REL$/people/person/nationality	George P. Mitchell	Maine
0	REL$/people/person/nationality	Somnath Chatterjee	Calcutta
0	REL$/people/person/nationality	Douglas MacArthur	Japan
0	REL$/people/person/nationality	Bob Rosenthal	Allen Ginsberg
1	REL$/people/person/nationality	James Orengo	Kenya
0	REL$/people/person/nationality	Beardsley Ruml	Macy
0	REL$/people/person/nationality	Paul Cardinal Poupard	Pope
1	REL$/people/person/nationality	Guillermo Ortiz	Mexico
0	REL$/people/person/nationality	Sean McCann	Harvard
0	REL$/people/person/nationality	Keith Tkachuk	Jets
0	REL$/people/person/nationality	Glyn Davies	State Department
1	REL$/people/person/nationality	Lou Holtz	Irish
0	REL$/people/person/nationality	Weil	Macy
0	REL$/people/person/nationality	Sylvain Turgeon	Ottawa
0	REL$/people/person/nationality	Mike Barnett	Gretzky
0	REL$/people/person/nationality	Charles Barkley	Suns
0	REL$/people/person/nationality	Anderson	Leafs
1	REL$/people/person/nationality	John Harkes	American
0	REL$/people/person/nationality	Joe Nieuwendyk	Flames
0	REL$/people/person/nationality	Brian Mullen	Islanders
1	REL$/people/person/nationality	Michelle Akers	Americans
0	REL$/people/person/nationality	Pierre Turgeon	Sabres
0	REL$/people/person/nationality	Vladimir Konstantinov	Detroit
0	REL$/people/person/nationality	James Worthy	Los Angeles
0	REL$/people/person/nationality	Chamique Holdsclaw	Tennessee
0	REL$/people/person/nationality	C. Virginia Fields	Harlem
0	REL$/people/person/nationality	Tim James	Miami
0	REL$/people/person/nationality	Jimmy Rodgers	Boston Celtics
0	REL$/people/person/nationality	Pat Verbeek	Rangers
0	REL$/people/person/nationality	Larry Murphy	Penguins
0	REL$/people/person/nationality	Randy Gilhen	Rangers
0	REL$/people/person/nationality	Joe Mullen	Penguins
0	REL$/people/person/nationality	Bruce Arena	Cavaliers
0	REL$/people/person/nationality	Dave Andreychuk	Toronto
0	REL$/people/person/nationality	Todd Tiahrt	Republican
0	REL$/people/person/nationality	Scott Skiles	Orlando
0	REL$/people/person/nationality	Doug Overton	La Salle
0	REL$/people/person/nationality	Craig Hodges	Bulls
0	REL$/people/person/nationality	Rison	Falcons
0	REL$/people/person/nationality	Roy Tarpley	Mavericks
0	REL$/people/person/nationality	Sergei Fedorov	Detroit Red Wings
0	REL$/people/person/nationality	California	Hammer
0	REL$/people/person/nationality	Bill Curley	Eagles
0	REL$/people/person/nationality	Deion Sanders	Atlanta Falcons
0	REL$/people/person/nationality	Bob Errey	Pittsburgh
0	REL$/people/person/nationality	Sergei Makarov	Flames
0	REL$/people/person/nationality	Craig Johnson	Kings
0	REL$/people/person/nationality	Mike Hartman	Buffalo
0	REL$/people/person/nationality	Ray Sheppard	Rangers
0	REL$/people/person/nationality	Jim Schoenfeld	Devils
0	REL$/people/person/nationality	Kevin Loughery	Nets
0	REL$/people/person/nationality	Marc Crawford	Colorado Avalanche
0	REL$/people/person/nationality	George Allen	Los Angeles Rams
0	REL$/people/person/nationality	Moscow	Eastern Europe
0	REL$/people/person/nationality	Englishman	London
0	REL$/people/person/nationality	Joe Madison	Washington
0	REL$/people/person/nationality	LaPhonso Ellis	Denver
0	REL$/people/person/nationality	Dennis Ross	Administration
0	REL$/people/person/nationality	Ralph Berry	Harrah
0	REL$/people/person/nationality	Joe Costello	Mr. Brown
0	REL$/people/person/nationality	Wolfgang Roth	Social Democrats
0	REL$/people/person/nationality	Brett Hull	St. Louis
0	REL$/people/person/nationality	Jari Kurri	Kings
0	REL$/people/person/nationality	Gary Roberts	Calgary
0	REL$/people/person/nationality	Gilles Lupien	Brodeur
0	REL$/people/person/nationality	Yuba	Mali
0	REL$/people/person/nationality	John Dowd	John McCain
0	REL$/people/person/nationality	Walton	Giants
0	REL$/people/person/nationality	Blanchard	Jets
0	REL$/people/person/nationality	Frank Snepp	Vietnam
0	REL$/people/person/nationality	Ricky Pierce	Bucks
0	REL$/people/person/nationality	Zeke Bratkowski	Philadelphia Eagles
0	REL$/people/person/nationality	Mayor	New York City
0	REL$/people/person/nationality	Wayne Smith	Havana
0	REL$/people/person/nationality	Raul Hilberg	Holocaust
0	REL$/people/person/nationality	Sherman Alexie	Spokane
1	REL$/people/person/nationality	Tocqueville	France
0	REL$/people/person/nationality	Shine	Australia
0	REL$/people/person/nationality	Obasanjo	Yoruba
0	REL$/people/person/nationality	Russians	Bosnia
0	REL$/people/person/nationality	Valentino	Rome
0	REL$/people/person/nationality	Lemieux	Canadiens
0	REL$/people/person/nationality	David Wells	Baltimore
0	REL$/people/person/nationality	Americans	Laos
0	REL$/people/person/nationality	Hawkins	Charlotte
0	REL$/people/person/nationality	Dinkins	South Africa
1	REL$/people/person/nationality	Martin Margiela	Belgium
0	REL$/people/person/nationality	Needle	Alexandria
0	REL$/people/person/nationality	Bowie	Portland
0	REL$/people/person/nationality	Sean Higgins	University of Michigan
0	REL$/people/person/nationality	Scott Stevens	Devil
0	REL$/people/person/nationality	Stephen Davis	New York City
0	REL$/people/person/nationality	Anderson	Portland
0	REL$/people/person/nationality	Keith Primeau	Detroit
0	REL$/people/person/nationality	Derek Plante	Sabres
0	REL$/people/person/nationality	Gord Murphy	Flyers
0	REL$/people/person/nationality	Eddie Jones	Owls
0	REL$/people/person/nationality	Eddie Johnson	Seattle
0	REL$/people/person/nationality	Doug Crossman	Islanders
0	REL$/people/person/nationality	Kris Draper	Detroit
0	REL$/people/person/nationality	Martin Gelinas	Carolina
0	REL$/people/person/nationality	Chris Gatling	Warriors
0	REL$/people/person/nationality	Tom Kurvers	Islanders
0	REL$/people/person/nationality	Todd Bertuzzi	Islanders
1	REL$/people/person/nationality	Ron Sutter	Canada
0	REL$/people/person/nationality	Roy Lassiter	Tampa Bay
0	REL$/people/person/nationality	Erik Meek	Duke
0	REL$/business/person/company	CBS News	GRP Records
1	REL$/business/person/company	David Coulter	BankAmerica
0	REL$/business/person/company	River Grove	Amer
1	REL$/business/person/company	Bloch	H&R Block
1	REL$/business/person/company	Paul Hazen	Wells Fargo
1	REL$/business/person/company	Scott Smith	New Paltz
1	REL$/business/person/company	Steve Crocker	Cybercash
1	REL$/business/person/company	Ted Turner	Turner Broadcasting System
1	REL$/business/person/company	Lee Dugatkin	University of Louisville
1	REL$/business/person/company	Nigel Harrison	Thomson
1	REL$/business/person/company	Sauer	St. Louis Cardinals
1	REL$/business/person/company	Robert Dilenschneider	Hill & Knowlton
1	REL$/business/person/company	Frank Newman	Bankers Trust
1	REL$/business/person/company	John Keeley	Occidental College
0	REL$/business/person/company	Nobel	Rockefeller University
0	REL$/business/person/company	Edina	Northwest Airlines
1	REL$/business/person/company	Khan	Bank of Credit and Commerce International
1	REL$/business/person/company	Shelby Bonnie	CNET
1	REL$/business/person/company	Randy Daniels	Empire State Development Corporation
1	REL$/business/person/company	Thomas Gould	Younkers
1	REL$/business/person/company	Michael Jordan	Westinghouse
0	REL$/business/person/company	Englewood	Zildjian
1	REL$/business/person/company	Bruce Kelly	Mayo
1	REL$/business/person/company	Robert Miller	Time Inc.
1	REL$/business/person/company	Thomas Fox	Liberty Science Center
1	REL$/business/person/company	David Jones	National Grid
1	REL$/business/person/company	Bruce Katz	Well
1	REL$/business/person/company	Peter Hutchings	Guardian
1	REL$/business/person/company	Peter Guber	Sony Pictures Entertainment
1	REL$/business/person/company	Kofi Annan	United Nations
1	REL$/business/person/company	Michael Ovitz	Creative Artists Agency
1	REL$/business/person/company	Paul Allen	Microsoft
1	REL$/business/person/company	Roy Romer	Democratic National Committee
1	REL$/business/person/company	Roy Romer	Democratic Party
1	REL$/business/person/company	Howard Stein	Dreyfus
1	REL$/business/person/company	Michael J. Fuchs	Warner Music Group
1	REL$/business/person/company	Frank Mancuso	Paramount Pictures
1	REL$/business/person/company	Oskar Lafontaine	Social Democratic Party
1	REL$/business/person/company	Brandon Tartikoff	Paramount Pictures
1	REL$/business/person/company	George Craig	HarperCollins
1	REL$/business/person/company	Robert Shaye	New Line Cinema
1	REL$/business/person/company	Frank Price	Columbia
1	REL$/business/person/company	Thomas G. Labrecque	Chase Manhattan Bank
1	REL$/business/person/company	David T. Kearns	Xerox
1	REL$/business/person/company	Carlo De Benedetti	Olivetti
1	REL$/business/person/company	John A. Marino	Democratic Party
1	REL$/business/person/company	Hans-Jochen Vogel	Social Democratic Party
1	REL$/business/person/company	Steven Goldstone	RJR Nabisco
1	REL$/business/person/company	Ninette de Valois	Royal Ballet
1	REL$/business/person/company	Robert P. Hauptfuhrer	Oryx
1	REL$/business/person/company	Morry Weiss	American Greetings
1	REL$/business/person/company	Frank Mancuso	Paramount
1	REL$/business/person/company	Mark Canton	Columbia
1	REL$/business/person/company	John S. Reed	Citibank
1	REL$/business/person/company	Mory Ejabat	Ascend
1	REL$/business/person/company	Esther Dyson	Electronic Frontier Foundation
1	REL$/business/person/company	Joseph M. Tucci	Wang
0	REL$/business/person/company	Kidder	Peabody
1	REL$/business/person/company	Robert D. Kennedy	Union Carbide
1	REL$/business/person/company	Pehr Gyllenhammar	Volvo
0	REL$/business/person/company	Melchior Ndadaye	Hutu
1	REL$/business/person/company	Michael Lynton	Penguin
1	REL$/business/person/company	William H. Harris	Intuit Inc.
1	REL$/business/person/company	Martin Davis	Paramount
1	REL$/business/person/company	Lee Atwater	Republican Party
1	REL$/business/person/company	Jesse Helms	Committee
1	REL$/business/person/company	Robert Kiley	Metropolitan Transportation Authority
1	REL$/business/person/company	Tisch	Loews Corporation
1	REL$/business/person/company	Jack Smith	Sports Authority
1	REL$/business/person/company	Robert Redford	Sundance
1	REL$/business/person/company	Mark Crispin Miller	New York University
1	REL$/business/person/company	Michael S. Dell	Dell
1	REL$/business/person/company	Don Ohlmeyer	NBC
1	REL$/business/person/company	Mitchell Kapor	Lotus Development Corporation
1	REL$/business/person/company	Robert Hayes	Coalition
0	REL$/business/person/company	Thomas Hooker	Hartford
1	REL$/business/person/company	Martha Wilson	Franklin Furnace
1	REL$/business/person/company	Lee Kuan Yew	Singapore
1	REL$/business/person/company	Richard B. Fisher	Morgan
1	REL$/business/person/company	Robert J. Darnall	Inland
1	REL$/business/person/company	Charles Koppelman	SBK
1	REL$/business/person/company	Dave Williams	Alliance
1	REL$/business/person/company	Oskar Lafontaine	Social Democrats
1	REL$/business/person/company	Michael Barker	Sony Pictures Classics
1	REL$/business/person/company	Mark Hoffman	Sybase
1	REL$/business/person/company	Andre Breton	Surrealism
1	REL$/business/person/company	David Liederman	Cookies
1	REL$/business/person/company	Victor Navasky	The Nation
1	REL$/business/person/company	Alexandra Penney	Self
1	REL$/business/person/company	Robert C. Clark	Harvard Law School
1	REL$/business/person/company	Safi Qureshey	AST
1	REL$/business/person/company	Ted Harbert	ABC
1	REL$/business/person/company	Steve Jobs	Pixar
1	REL$/business/person/company	Jon Postel	Internet
1	REL$/business/person/company	Julie Finley	Republican Party
1	REL$/business/person/company	Margaret Hillis	Chicago Symphony Chorus
1	REL$/business/person/company	Randall L. Tobias	Eli Lilly
1	REL$/business/person/company	Thomas Cole	Hudson River School
1	REL$/business/person/company	David Kearns	Xerox
1	REL$/business/person/company	Sidney Harman	Harman International Industries
1	REL$/business/person/company	William H. Gray	United Negro College Fund
1	REL$/business/person/company	Martin Taylor	Barclays
1	REL$/business/person/company	Michael Anthony	Brookstone
0	REL$/business/person/company	Tony Thomas	Cup
1	REL$/business/person/company	Robert Gett	Viant
1	REL$/business/person/company	Sim Wong Hoo	Creative Technology
1	REL$/business/person/company	Frank Lorenzo	Eastern
1	REL$/business/person/company	Amir Peretz	Histadrut
1	REL$/business/person/company	Jay Margolis	Liz Claiborne Inc.
1	REL$/business/person/company	Serge Dassault	Dassault Aviation
1	REL$/business/person/company	Walter V. Shipley	Chase Manhattan Bank
1	REL$/business/person/company	Robert Stempel	General Motors
1	REL$/business/person/company	Scott D. Cook	Intuit Inc.
1	REL$/business/person/company	Bernard Fox	Northeast Utilities
1	REL$/business/person/company	Tadahiro Sekimoto	NEC
1	REL$/business/person/company	David Bathurst	Christie
1	REL$/business/person/company	Bill Lynch	Democratic Party
1	REL$/business/person/company	Robert Decherd	Belo
0	REL$/business/person/company	Americans	CBS
1	REL$/business/person/company	Tom Pollock	Universal
1	REL$/business/person/company	Peter Chernin	Fox Entertainment Group
1	REL$/business/person/company	Victor Fung	Li & Fung
1	REL$/business/person/company	Giancarlo Giammetti	Valentino
1	REL$/business/person/company	Robert Cook	Monroe County
1	REL$/business/person/company	Irving Azoff	Giant Records
1	REL$/business/person/company	Robert Mondavi	Robert Mondavi Winery
1	REL$/business/person/company	John Herrington	Republican Party
0	REL$/business/person/company	Queens	Conservative Party
1	REL$/business/person/company	Rick Barton	Democratic Party
1	REL$/business/person/company	John F. Sandner	Merc
1	REL$/business/person/company	Steve Golin	Propaganda Films
1	REL$/business/person/company	Pat Roberts	Agriculture Committee
1	REL$/business/person/company	Brandon Tartikoff	Paramount
1	REL$/business/person/company	James Wolfensohn	Kennedy Center
0	REL$/business/person/company	Les Aspin	Joint Chiefs
0	REL$/business/person/company	George Oros	Board
1	REL$/business/person/company	Boris Berezovsky	National Security Council
0	REL$/business/person/company	Allen & Company	Columbia Pictures
1	REL$/business/person/company	Ralston	Joint Chiefs
1	REL$/business/person/company	Brian Mawhinney	Conservative Party
1	REL$/business/person/company	Vito Marcantonio	American Labor Party
0	REL$/business/person/company	Winston-Salem	Reynolds
1	REL$/business/person/company	Stan Kinsey	Iwerks
1	REL$/business/person/company	Albert	NBC Sports
1	REL$/business/person/company	Clinton	Democratic Party
1	REL$/business/person/company	Mortimer Zuckerman	Boston Properties
1	REL$/business/person/company	Ruslan Khasbulatov	Congress
1	REL$/business/person/company	Brad Chase	Microsoft
1	REL$/business/person/company	Li Hongzhi	Falun Gong
1	REL$/business/person/company	Laura D'Andrea Tyson	Haas School of Business
1	REL$/business/person/company	Paul Brown	Cincinnati Bengals
1	REL$/business/person/company	Fred Jordan	Pantheon
1	REL$/business/person/company	Endicott Peabody	Groton School
1	REL$/business/person/company	John Daniels	Cadillac Fairview
1	REL$/business/person/company	Avram Glazer	Zapata
1	REL$/business/person/company	Lewis E. Platt	Hewlett
1	REL$/business/person/company	Kurt Andersen	New York
1	REL$/business/person/company	Elizabeth Crow	Mademoiselle
1	REL$/business/person/company	Norio Ohga	Sony
1	REL$/business/person/company	Barry Diller	Paramount
1	REL$/business/person/company	Philip Anschutz	Qwest
1	REL$/business/person/company	Ray R. Irani	Occidental
1	REL$/business/person/company	Philippe Dauman	Viacom
1	REL$/business/person/company	Dennis Mehiel	Fonda
1	REL$/business/person/company	William R. Rhodes	Citigroup
1	REL$/business/person/company	Bennett S. LeBow	Western Union
0	REL$/business/person/company	Mike Francis	Louisiana
0	REL$/business/person/company	Richard Foley	Connecticut
0	REL$/business/person/company	William L. Webster	Missouri
0	REL$/business/person/company	Michel Aoun	Christian
0	REL$/business/person/company	Stonewall Jackson	Confederate
1	REL$/business/person/company	Richard Secord	Air Force
1	REL$/business/person/company	Dzhokhar Dudayev	Soviet Air Force
1	REL$/business/person/company	Steven Muller	Johns Hopkins University
1	REL$/business/person/company	Bo Schembechler	Detroit Tigers
1	REL$/business/person/company	Bobby Jones	Masters
1	REL$/business/person/company	Lani Guinier	University of Pennsylvania
1	REL$/business/person/company	Lennart Meri	Estonian
1	REL$/business/person/company	Charles Blitzer	Woodrow Wilson International Center for Scholars
1	REL$/business/person/company	Paley	CBS
1	REL$/business/person/company	Elijah Muhammad	Nation
1	REL$/business/person/company	Morihiro Hosokawa	Japan New Party
1	REL$/business/person/company	William M. Gaines	Mad
1	REL$/business/person/company	Pete Seibert	Vail
1	REL$/business/person/company	Dean Drummond	Newband
1	REL$/business/person/company	Muhammad Yunus	Grameen Bank
1	REL$/business/person/company	Oliver Tambo	African National Congress
1	REL$/business/person/company	Ray Kappe	Southern California Institute of Architecture
1	REL$/film/film/directed_by	Wall Street	Oliver Stone
1	REL$/film/film/directed_by	Mac	John Turturro
0	REL$/film/film/directed_by	Count Basie Orchestra	Frank Foster
1	REL$/film/film/directed_by	Tampopo	Juzo Itami
1	REL$/film/film/directed_by	Mallrats	Kevin Smith
1	REL$/film/film/directed_by	Pinky	Elia Kazan
1	REL$/film/film/directed_by	Uranus	Claude Berri
1	REL$/film/film/directed_by	North	Rob Reiner
1	REL$/film/film/directed_by	Vertigo	Alfred Hitchcock
